time,x_m,y_m,z_m
17.6798,0.1841,0.1902,2.1767
17.7137,0.2097,0.1828,2.1088
17.7471,0.2371,0.1818,2.0373
17.7800,0.2658,0.1642,1.9621
17.8131,0.2958,0.1411,1.8864
17.8464,0.3269,0.1269,1.8087
17.8807,0.3573,0.1187,1.7277
17.9141,0.3897,0.1042,1.6494
17.9467,0.4225,0.1073,1.5705
17.9802,0.4555,0.1101,1.4868
18.0145,0.4885,0.1094,1.4046
18.0459,0.5203,0.1106,1.3161
18.0792,0.5533,0.1101,1.2295
18.1139,0.5860,0.1129,1.1473
18.1470,0.6194,0.1141,1.0640
18.1802,0.6523,0.1142,0.9827
18.2130,0.6802,0.1140,0.9051
18.2466,0.6984,0.1115,0.8476
18.2806,0.7073,0.1111,0.8115
18.3132,0.7096,0.1114,0.8048
18.3476,0.7052,0.1098,0.8230
18.3840,0.6950,0.1103,0.8460
18.4136,0.6814,0.1138,0.8745
18.4467,0.6662,0.1148,0.9135
18.4804,0.6484,0.1083,0.9613
18.5132,0.6305,0.1011,1.0128
18.5468,0.6114,0.0937,1.0639
18.5805,0.5911,0.0839,1.1167
18.6133,0.5700,0.0719,1.1677
18.6470,0.5497,0.0660,1.2211
18.6821,0.5289,0.0779,1.2753
18.7139,0.5087,0.0932,1.3288
18.7470,0.4876,0.0792,1.3830
18.7808,0.4656,0.0926,1.4370
18.8131,0.4443,0.1072,1.4927
18.8474,0.4234,0.1170,1.5492
18.8806,0.4021,0.1259,1.6056
18.9136,0.3799,0.1324,1.6600
18.9481,0.3565,0.1405,1.7136
18.9810,0.3343,0.1478,1.7698
19.0145,0.3115,0.1546,1.8258
19.0475,0.2864,0.1591,1.8768
19.0809,0.2615,0.1630,1.9285
19.1144,0.2395,0.1670,1.9832
19.1483,0.2112,0.1693,2.0312
19.1810,0.1899,0.1741,2.0808
19.2138,0.1750,0.1779,2.1281
19.2474,0.1615,0.1810,2.1651
19.2811,0.1497,0.1839,2.1900
19.3139,0.1486,0.1850,2.1988
19.3479,0.1562,0.1843,2.1872
19.3822,0.1672,0.1827,2.1567
19.4144,0.1846,0.1825,2.1151
19.4474,0.2051,0.1832,2.0647
19.4806,0.2289,0.1557,2.0063
19.5146,0.2533,0.1564,1.9389
19.5490,0.2786,0.1347,1.8706
19.5811,0.3048,0.1196,1.7974
19.6137,0.3321,0.1101,1.7218
19.6485,0.3596,0.1054,1.6436
19.6805,0.3880,0.1075,1.5638
19.7137,0.4172,0.1113,1.4819
19.7474,0.4458,0.1109,1.3985
19.7809,0.4738,0.1100,1.3129
19.8161,0.5019,0.1113,1.2267
19.8472,0.5310,0.1116,1.1427
19.8824,0.5598,0.1125,1.0565
19.9144,0.5885,0.1112,0.9727
19.9479,0.6183,0.1091,0.8879
19.9807,0.6480,0.1039,0.8030
20.0140,0.6771,0.1030,0.7187
20.0486,0.7023,0.1032,0.6402
20.0812,0.7161,0.0993,0.5911
20.1153,0.7194,0.1020,0.5685
20.1491,0.7139,0.1020,0.5765
20.1812,0.7007,0.1023,0.6122
20.2146,0.6792,0.1045,0.6563
20.2483,0.6538,0.1077,0.7176
20.2821,0.6267,0.1009,0.7963
20.3143,0.5959,0.0913,0.8812
20.3484,0.5617,0.1056,0.9748
20.3823,0.5248,0.0897,1.0745
20.4150,0.4871,0.1036,1.1817
20.4478,0.4460,0.1159,1.2897
20.4838,0.4055,0.1252,1.4035
20.5158,0.3635,0.1344,1.5197
20.5480,0.3212,0.1445,1.6414
20.5818,0.2767,0.1533,1.7484
20.6147,0.2367,0.1591,1.8435
20.6488,0.1982,0.1636,1.9223
20.6812,0.1612,0.1695,1.9970
20.7154,0.1304,0.1743,2.0578
20.7478,0.1026,0.1781,2.1116
21.0493,0.0847,0.1801,2.1150
21.0828,0.0707,0.1794,2.1135
21.1152,0.0665,0.1798,2.1119
21.1489,0.0726,0.1808,2.0969
21.1821,0.0882,0.1808,2.0724
21.2150,0.1092,0.1779,2.0362
21.2485,0.1383,0.1782,1.9960
21.2819,0.1749,0.1817,1.9502
21.3178,0.2145,0.1784,1.8982
21.3492,0.2600,0.1567,1.8441
21.3828,0.3066,0.1344,1.7862
21.4148,0.3558,0.1164,1.7266
21.4484,0.4048,0.1192,1.6612
21.4833,0.4553,0.1231,1.5947
21.5158,0.5065,0.1262,1.5268
21.5484,0.5613,0.1267,1.4623
21.5814,0.6158,0.1273,1.3960
21.6148,0.6702,0.1281,1.3220
21.6509,0.7273,0.1269,1.2532
21.6824,0.7839,0.1276,1.1857
21.7149,0.8393,0.1297,1.1179
21.7490,0.8940,0.1300,1.0438
21.7826,0.9484,0.1286,0.9740
21.8156,0.9999,0.1262,0.9053
21.8488,1.0308,0.1276,0.8539
21.8838,1.0395,0.1265,0.8400
21.9160,1.0248,0.1269,0.8522
21.9489,0.9920,0.1285,0.8783
21.9832,0.9449,0.1296,0.9177
22.0166,0.8875,0.1180,0.9704
22.0506,0.8207,0.1062,1.0300
22.0821,0.7446,0.1120,1.0985
22.1153,0.6623,0.0952,1.1782
22.1491,0.5748,0.1043,1.2608
22.1820,0.4871,0.1136,1.3515
22.2159,0.3944,0.1226,1.4419
22.2493,0.3013,0.1300,1.5240
22.8157,0.2353,0.1397,1.6284
22.8492,0.1765,0.1458,1.6995
22.8832,0.1311,0.1503,1.7495
22.9164,0.1012,0.1547,1.7794
22.9500,0.0856,0.1562,1.7923
22.9826,0.0812,0.1569,1.7888
23.0157,0.0877,0.1568,1.7736
23.0494,0.1026,0.1612,1.7477
23.0834,0.1230,0.1661,1.7118
23.1167,0.1494,0.1640,1.6692
23.1503,0.1811,0.1612,1.6187
23.1847,0.2174,0.1460,1.5637
23.2177,0.2560,0.1309,1.5059
23.2500,0.2977,0.1299,1.4424
23.2838,0.3416,0.1303,1.3797
23.3181,0.3856,0.1269,1.3135
23.3504,0.4306,0.1239,1.2417
23.3838,0.4763,0.1219,1.1694
23.4171,0.5240,0.1254,1.0984
23.4510,0.5718,0.1256,1.0259
23.4839,0.6197,0.1253,0.9527
23.5182,0.6683,0.1184,0.8785
23.5507,0.7174,0.1054,0.8079
23.5833,0.7509,0.1019,0.7627
23.6170,0.7625,0.1056,0.7405
23.6513,0.7562,0.1076,0.7465
23.6833,0.7358,0.1092,0.7828
23.7165,0.7033,0.1111,0.8338
23.7503,0.6606,0.1039,0.8942
23.7834,0.6091,0.1119,0.9707
23.8165,0.5515,0.0951,1.0565
23.8503,0.4866,0.1042,1.1495
23.8835,0.4204,0.1143,1.2513
23.9173,0.3520,0.1242,1.3579
23.9500,0.2834,0.1330,1.4693
23.9836,0.2171,0.1397,1.5708
24.3520,0.1733,0.1479,1.6916
24.3838,0.1310,0.1527,1.7458
24.4170,0.1028,0.1568,1.7767
24.4510,0.0965,0.1599,1.7971
24.4840,0.1030,0.1613,1.8020
24.5167,0.1199,0.1656,1.7918
24.5519,0.1462,0.1408,1.7718
24.5857,0.1817,0.1451,1.7390
24.6173,0.2234,0.1236,1.6994
24.6514,0.2690,0.1094,1.6555
24.6843,0.3184,0.0999,1.6029
24.7175,0.3711,0.1031,1.5483
24.7507,0.4258,0.1073,1.4864
24.7836,0.4822,0.1107,1.4218
24.8180,0.5406,0.1142,1.3561
24.8513,0.6001,0.1155,1.2860
24.8842,0.6604,0.1165,1.2145
24.9171,0.7225,0.1165,1.1413
24.9507,0.7852,0.1192,1.0726
24.9843,0.8487,0.1215,1.0019
25.0179,0.9093,0.1225,0.9301
25.0512,0.9517,0.1243,0.8808
25.0838,0.9713,0.1234,0.8565
25.1172,0.9715,0.1248,0.8525
25.1510,0.9527,0.1259,0.8731
25.1844,0.9215,0.1262,0.9091
25.2174,0.8793,0.1255,0.9601
25.2515,0.8297,0.1110,1.0257
25.2851,0.7726,0.0966,1.0977
25.3183,0.7069,0.1122,1.1759
25.3505,0.6360,0.0954,1.2591
25.3845,0.5617,0.1068,1.3453
25.4178,0.4862,0.1158,1.4342
25.4516,0.4088,0.1253,1.5232
25.4841,0.3305,0.1347,1.6119
25.5175,0.2567,0.1411,1.6919
25.8846,0.2097,0.1490,1.7934
25.9187,0.1516,0.1529,1.8252
25.9528,0.1109,0.1560,1.8393
25.9855,0.0958,0.1579,1.8463
26.0202,0.0921,0.1574,1.8325
26.0519,0.1007,0.1596,1.8091
26.0846,0.1192,0.1356,1.7742
26.1177,0.1464,0.1375,1.7277
26.1517,0.1800,0.1169,1.6736
26.1841,0.2201,0.1090,1.6135
26.2184,0.2657,0.1037,1.5507
26.2516,0.3143,0.1066,1.4832
26.2851,0.3658,0.1098,1.4126
26.3186,0.4191,0.1117,1.3397
26.3515,0.4733,0.1130,1.2610
26.3848,0.5293,0.1175,1.1795
26.4189,0.5860,0.1145,1.0971
26.4520,0.6459,0.1097,1.0168
26.4849,0.7056,0.0985,0.9330
26.5189,0.7589,0.0855,0.8556
26.5522,0.7857,0.0850,0.8032
26.5857,0.7870,0.0941,0.7904
26.6199,0.7678,0.0947,0.8030
