time,x_m,y_m,z_m
20.0515,0.0164,0.1476,1.9788
20.0888,0.0424,0.1625,1.9252
20.1238,0.0702,0.1716,1.8684
20.1537,0.1006,0.1793,1.8098
20.1857,0.1318,0.1766,1.7476
20.2188,0.1651,0.1731,1.6876
20.2531,0.1981,0.1685,1.6238
20.2859,0.2319,0.1599,1.5601
20.3199,0.2659,0.1469,1.4953
20.3519,0.3004,0.1342,1.4316
20.3907,0.3350,0.1251,1.3677
20.4185,0.3696,0.1190,1.3042
20.4527,0.4036,0.1155,1.2397
20.4858,0.4373,0.1108,1.1759
20.5190,0.4706,0.1014,1.1113
20.5523,0.5045,0.0972,1.0457
20.5862,0.5379,0.1098,0.9810
20.6186,0.5706,0.1259,0.9168
20.6518,0.6038,0.1430,0.8491
20.6870,0.6376,0.1592,0.7854
20.7191,0.6712,0.1740,0.7237
20.7527,0.7038,0.1602,0.6607
20.7877,0.7324,0.1486,0.6086
20.8212,0.7425,0.1710,0.5562
20.8547,0.7403,0.1868,0.5210
20.8868,0.7238,0.1689,0.4988
20.9214,0.6973,0.1587,0.5057
20.9533,0.6639,0.1351,0.5372
20.9897,0.6236,0.1212,0.5962
21.0191,0.5773,0.1164,0.6775
21.0522,0.5289,0.1254,0.7712
21.0864,0.4756,0.1368,0.8544
21.1195,0.4202,0.1386,0.9359
21.1525,0.3600,0.1178,1.0127
21.1852,0.3010,0.1203,1.0969
21.2209,0.2441,0.1264,1.1903
21.2529,0.1897,0.1324,1.2883
21.2856,0.1342,0.1380,1.3780
21.3196,0.0753,0.1429,1.4501
21.3531,0.0200,0.1458,1.5114
21.9870,-0.0002,0.1495,1.6042
22.0204,-0.0170,0.1548,1.6933
22.0532,-0.0265,0.1569,1.7339
22.0867,-0.0269,0.1598,1.7762
22.1206,-0.0213,0.1615,1.7999
22.1540,-0.0096,0.1619,1.8089
22.1884,0.0054,0.1612,1.8024
22.2204,0.0245,0.1370,1.7886
22.2543,0.0461,0.1495,1.7617
22.2870,0.0726,0.1602,1.7301
22.3208,0.1017,0.1686,1.6929
22.3535,0.1319,0.1687,1.6489
22.3867,0.1647,0.1660,1.6007
22.4216,0.1978,0.1623,1.5476
22.4533,0.2326,0.1549,1.4929
22.4874,0.2683,0.1407,1.4348
22.5200,0.3041,0.1294,1.3785
22.5533,0.3391,0.1225,1.3171
22.5872,0.3754,0.1165,1.2564
22.6204,0.4117,0.1138,1.1951
22.6548,0.4471,0.1071,1.1329
22.6888,0.4836,0.0954,1.0694
22.7205,0.5194,0.1062,1.0046
22.7571,0.5555,0.1215,0.9403
22.7868,0.5915,0.1367,0.8764
22.8229,0.6276,0.1528,0.8123
22.8540,0.6631,0.1686,0.7465
22.8873,0.6983,0.1557,0.6815
22.9209,0.7338,0.1457,0.6236
22.9547,0.7565,0.1356,0.5717
22.9876,0.7602,0.1595,0.5262
23.0206,0.7451,0.1356,0.4915
23.0539,0.7133,0.1282,0.4698
23.0874,0.6711,0.1216,0.4833
23.1211,0.6147,0.1172,0.5213
23.1552,0.5485,0.1013,0.5872
23.1868,0.4772,0.0861,0.6880
23.2204,0.4018,0.0933,0.8209
23.2545,0.3296,0.1041,0.9749
23.2869,0.2533,0.1133,1.1203
23.3214,0.1741,0.1219,1.2379
24.0216,0.1260,0.1306,1.3811
24.0550,0.0916,0.1394,1.5006
24.0879,0.0592,0.1440,1.5804
24.1228,0.0409,0.1485,1.6448
24.1545,0.0348,0.1521,1.6929
24.1878,0.0338,0.1543,1.7193
24.2226,0.0391,0.1560,1.7321
24.2571,0.0497,0.1569,1.7300
24.2879,0.0656,0.1698,1.7190
24.3221,0.0843,0.1736,1.6970
24.3550,0.1062,0.1782,1.6647
24.3881,0.1316,0.1852,1.6291
24.4227,0.1587,0.1829,1.5861
24.4553,0.1873,0.1747,1.5382
24.4882,0.2167,0.1634,1.4857
24.5217,0.2471,0.1489,1.4311
24.5550,0.2793,0.1312,1.3753
24.5889,0.3123,0.1166,1.3208
24.6216,0.3456,0.1124,1.2633
24.6549,0.3781,0.1090,1.2009
24.6888,0.4112,0.1069,1.1367
24.7218,0.4453,0.1037,1.0738
24.7551,0.4796,0.0908,1.0126
24.7892,0.5140,0.1049,0.9495
24.8218,0.5485,0.1230,0.8865
24.8552,0.5814,0.1420,0.8209
24.8908,0.6149,0.1599,0.7576
24.9223,0.6496,0.1767,0.6935
24.9554,0.6841,0.1916,0.6352
24.9882,0.7153,0.1735,0.5761
25.0215,0.7334,0.1930,0.5231
25.0601,0.7361,0.2102,0.4753
25.0885,0.7237,0.1787,0.4388
25.1224,0.6976,0.1897,0.4118
25.3705,0.6603,0.1933,0.4097
25.4001,0.5457,0.1709,0.6545
25.4327,0.4312,0.1619,0.8552
25.7014,0.3428,0.1475,1.0573
25.7314,0.2671,0.1364,1.2263
25.9043,0.2051,0.1261,1.3709
25.9210,0.1584,0.1131,1.5001
25.9511,0.1158,0.1080,1.6036
25.9818,0.0825,0.1004,1.6943
26.0129,0.0555,0.0901,1.7710
26.0444,0.0307,0.0835,1.8354
26.0795,0.0123,0.0758,1.8928
26.0980,-0.0024,0.0673,1.9453
26.1262,-0.0157,0.0598,1.9949
26.1568,-0.0272,0.0542,2.0412
26.1910,-0.0375,0.0476,2.0852
26.4574,-0.0509,0.0421,2.1109
26.4905,-0.0588,0.0401,2.1158
26.5255,-0.0607,0.0592,2.1082
26.5580,-0.0629,0.0790,2.0978
26.5900,-0.0526,0.0743,2.0728
26.6243,-0.0357,0.0703,2.0398
26.6567,-0.0147,0.0667,1.9971
26.6907,0.0132,0.0628,1.9501
26.7265,0.0433,0.0597,1.8953
26.7570,0.0772,0.0578,1.8367
26.7906,0.1135,0.0562,1.7754
26.8237,0.1520,0.0542,1.7097
26.8577,0.1916,0.0542,1.6403
26.8923,0.2325,0.0527,1.5701
26.9261,0.2738,0.0528,1.4979
26.9580,0.3164,0.0508,1.4268
26.9906,0.3591,0.0521,1.3526
