time,x_m,y_m,z_m
20.4000,0.3941,0.0177,0.0020
20.4532,0.4085,0.0188,0.0822
20.5074,0.4288,0.0186,0.1608
20.5692,0.4600,0.0210,0.2434
20.6354,0.5024,0.0181,0.3543
20.6971,0.5493,0.0170,0.4579
20.7534,0.6004,0.0176,0.5681
20.8069,0.6499,0.0170,0.6671
20.8769,0.7032,0.0166,0.7707
20.9395,0.7594,0.0143,0.8842
21.0047,0.8220,0.0168,0.9858
21.0568,0.8969,0.0192,1.0850
21.1132,0.9757,0.0211,1.1651
21.1762,1.0421,0.0184,1.2449
21.2333,1.0786,0.0157,1.2994
21.2868,1.1378,0.0230,1.2964
21.3506,1.1983,0.0195,1.2923
21.4145,1.2320,0.0166,1.3130
21.4862,1.2776,0.0141,1.3077
21.6065,1.3258,0.0175,1.3031
21.6611,1.3668,0.0191,1.3120
21.7171,1.4064,0.0162,1.3144
21.7760,1.4844,0.0180,1.2881
21.8425,1.5610,0.0210,1.2438
21.9018,1.5768,0.0183,1.2091
21.9569,1.5509,0.0166,1.1405
22.0196,1.4886,0.0147,1.0510
22.0791,1.4171,0.0137,0.9553
22.1369,1.3198,0.0126,0.8458
22.1827,1.2061,0.0120,0.7269
22.2372,1.0935,0.0115,0.6119
22.2889,0.9696,0.0114,0.4905
22.3525,0.8497,0.0110,0.3681
22.4127,0.7402,0.0154,0.2467
22.4680,0.6611,0.0215,0.1639
22.5323,0.6154,0.0200,0.1597
22.5947,0.5861,0.0205,0.1611
22.6420,0.5764,0.0177,0.2016
22.7080,0.5722,0.0179,0.2382
22.7663,0.5789,0.0154,0.2972
22.8143,0.5936,0.0136,0.3610
22.8768,0.6102,0.0120,0.4266
22.9373,0.6301,0.0119,0.4876
22.9988,0.6548,0.0106,0.5600
23.0536,0.6828,0.0132,0.6164
23.1097,0.7091,0.0162,0.6725
23.1546,0.7404,0.0244,0.7083
23.2030,0.7678,0.0320,0.7386
23.2539,0.7966,0.0300,0.7760
23.3104,0.8244,0.0261,0.8077
23.3721,0.8564,0.0236,0.8121
23.4237,0.8901,0.0203,0.7928
23.4817,0.9219,0.0191,0.7599
23.5350,0.9554,0.0191,0.7049
23.5904,0.9865,0.0176,0.6626
23.6373,1.0160,0.0159,0.6147
23.6817,1.0397,0.0141,0.5617
23.7286,1.0620,0.0134,0.5035
23.7730,1.0904,0.0125,0.4455
23.8193,1.1203,0.0129,0.3932
23.8602,1.1501,0.0114,0.3430
23.9089,1.1833,0.0109,0.2914
23.9501,1.2148,0.0097,0.2474
24.0000,1.2453,0.0085,0.2068
24.0473,1.2800,0.0090,0.1630
24.0995,1.3129,0.0083,0.1226
24.1416,1.3493,0.0079,0.0785
24.1988,1.3838,0.0078,0.0344
24.2407,1.4215,0.0077,-0.0133
24.3018,1.4528,0.0073,-0.0439
24.3401,1.4791,0.0090,-0.0935
24.3885,1.4890,0.0087,-0.1421
24.4372,1.4789,0.0080,-0.1686
24.4830,1.4397,0.0100,-0.1964
24.5319,1.3908,0.0104,-0.2125
24.5733,1.3211,0.0090,-0.2181
24.6363,1.2490,0.0082,-0.2223
24.6717,1.1638,0.0085,-0.2214
24.7116,1.0826,0.0075,-0.2139
24.7465,1.0036,0.0074,-0.2101
24.7955,0.9264,0.0074,-0.2097
24.8368,0.8413,0.0064,-0.2085
24.8824,0.7581,0.0065,-0.2069
24.9320,0.6766,0.0072,-0.2083
24.9738,0.5907,0.0066,-0.2023
25.0370,0.5156,0.0058,-0.1815
25.0783,0.4605,0.0070,-0.1642
25.1218,0.4207,0.0082,-0.1408
25.1710,0.3953,0.0102,-0.1127
25.2123,0.3893,0.0105,-0.0809
25.2672,0.3911,0.0122,-0.0542
25.2971,0.4070,0.0124,-0.0212
25.3338,0.4279,0.0110,0.0145
25.3784,0.4529,0.0098,0.0523
25.4216,0.4828,0.0087,0.0917
25.4644,0.5143,0.0081,0.1273
25.5026,0.5568,0.0078,0.1643
25.5440,0.5945,0.0091,0.2004
25.5906,0.6291,0.0082,0.2470
25.6325,0.6609,0.0078,0.2930
25.6639,0.6921,0.0067,0.3486
25.7021,0.7208,0.0064,0.4019
25.7446,0.7477,0.0073,0.4547
25.7875,0.7728,0.0063,0.5034
25.8334,0.7967,0.0054,0.5484
25.8718,0.8215,0.0053,0.6043
25.9117,0.8458,0.0051,0.6568
25.9586,0.8693,0.0057,0.7030
26.0009,0.8920,0.0054,0.7519
26.0382,0.9155,0.0047,0.8072
26.0941,0.9383,0.0042,0.8601
26.1330,0.9617,0.0038,0.9229
26.1718,0.9840,0.0033,0.9827
26.2210,1.0052,0.0033,1.0424
26.2668,1.0258,0.0032,1.0990
26.3124,1.0483,0.0029,1.1597
26.3652,1.0700,0.0029,1.2188
26.4082,1.0938,0.0029,1.2813
26.4510,1.1178,0.0059,1.3314
26.5024,1.1405,0.0078,1.3828
26.5463,1.1639,0.0080,1.4471
26.5997,1.1877,0.0093,1.5043
26.6421,1.2056,0.0082,1.5694
26.6862,1.2191,0.0071,1.6307
26.7390,1.2314,0.0073,1.6806
26.7796,1.2428,0.0073,1.7223
26.8383,1.2525,0.0079,1.7577
26.8851,1.2618,0.0076,1.7871
26.9309,1.2702,0.0070,1.8113
26.9879,1.2787,0.0073,1.8296
27.0354,1.2858,0.0074,1.8467
27.0835,1.2942,0.0078,1.8574
27.1341,1.3012,0.0078,1.8681
27.1746,1.3089,0.0077,1.8748
